time[sec],v1,v2[A],v3[A],v4[mV],v5[mV],v6[nA]
0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.1,16.34,-61.23046875,179.6722412109375,40.900000000000006,2566.60657051282,22.5067138671875
0.2,19.0,-58.8134765625,177.764892578125,40.20000000000002,2566.60657051282,21.7437744140625
0.30000000000000004,23.94,-53.9794921875,178.9093017578125,40.20000000000002,2504.0064102564097,21.3623046875
0.4,31.54,-42.7001953125,183.868408203125,41.20000000000002,2472.7063301282046,21.7437744140625
0.5,41.42,-32.2265625,193.023681640625,43.70000000000002,2410.1061698717945,21.7437744140625
0.6,54.72,-15.3076171875,206.756591796875,47.400000000000006,2347.506009615384,22.125244140625
0.7,71.44,3.22265625,225.067138671875,52.599999999999994,2284.9058493589737,22.88818359375
0.7999999999999999,92.34,26.5869140625,248.71826171875,59.5,2222.3056891025635,23.2696533203125
0.8999999999999999,117.04,53.9794921875,277.3284912109375,68.4,2159.7055288461534,23.651123046875
0.9999999999999999,147.44,89.4287109375,311.6607666015625,79.10000000000002,2097.105368589743,23.651123046875
1.0999999999999999,184.3,132.12890625,351.715087890625,91.80000000000001,2034.5052083333328,23.651123046875
1.2,228.0,180.46875,397.8729248046875,107.0,1940.6049679487176,22.88818359375
1.3,278.16,234.4482421875,450.897216796875,124.80000000000001,1909.3048878205122,21.3623046875
1.4000000000000001,337.06,301.318359375,511.16943359375,145.20000000000002,1815.404647435897,19.073486328125
1.5000000000000002,402.04,368.994140625,579.4525146484375,168.0,1784.104567307692,16.4031982421875
1.6000000000000003,463.98,431.8359375,656.5093994140625,193.7,1752.8044871794868,14.495849609375
1.7000000000000004,524.02,493.8720703125,744.62890625,222.0,1721.5044070512815,13.73291015625
1.8000000000000005,583.6800000000001,556.7138671875,843.81103515625,252.70000000000005,1721.5044070512815,14.8773193359375
1.9000000000000006,644.48,621.1669921875,954.8187255859375,286.20000000000005,1721.5044070512815,17.9290771484375
2.0000000000000004,709.08,690.4541015625,1079.1778564453125,322.6,1721.5044070512815,22.125244140625
2.1000000000000005,777.48,762.158203125,1216.5069580078125,362.3,1721.5044070512815,27.8472900390625
2.2000000000000006,850.0600000000001,839.501953125,1368.3319091796875,406.0,1721.5044070512815,34.7137451171875
2.3000000000000007,928.34,924.90234375,1535.4156494140625,454.4,1721.5044070512815,42.3431396484375
2.400000000000001,1012.7,1012.7197265625,1718.5211181640625,507.1,1721.5044070512815,50.35400390625
2.500000000000001,1101.6200000000001,1105.37109375,1918.02978515625,564.3000000000001,1721.5044070512815,57.6019287109375
2.600000000000001,1197.0,1206.884765625,2132.415771484375,625.9000000000001,1721.5044070512815,64.849853515625
2.700000000000001,1298.46,1314.84375,2360.1531982421875,691.1,1721.5044070512815,70.953369140625
2.800000000000001,1404.48,1423.6083984375,2596.6644287109375,758.3000000000001,1721.5044070512815,76.6754150390625
2.9000000000000012,1515.82,1543.65234375,2836.9903564453125,824.8000000000001,1721.5044070512815,81.2530517578125
3.0000000000000013,1632.8600000000001,1663.6962890625,3076.5533447265625,890.0,1721.5044070512815,84.686279296875
3.1000000000000014,1751.8,1785.3515625,3314.971923828125,954.6000000000001,1721.5044070512815,86.97509765625
3.2000000000000015,1870.3600000000001,1904.58984375,3553.77197265625,1019.9000000000001,1721.5044070512815,88.8824462890625
3.3000000000000016,1984.3600000000001,2019.7998046875,3798.675537109375,1085.7,1721.5044070512815,90.789794921875
3.4000000000000017,2089.62,2118.896484375,4053.497314453125,1153.5,1721.5044070512815,92.6971435546875
3.5000000000000018,2187.66,2219.6044921875,4321.6705322265625,1224.2,1721.5044070512815,94.2230224609375
3.600000000000002,2289.88,2329.1748046875,4603.9581298828125,1302.1000000000001,1721.5044070512815,94.9859619140625
3.700000000000002,2408.44,2454.052734375,4903.0303955078125,1388.9,1721.5044070512815,93.07861328125
