time[sec],v1,v2[A],v3[A],v4[mV],v5[mV],v6[nA]
0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.1,13.3,-115.2099609375,148.3917236328125,24.30000000000001,2566.60657051282,49.9725341796875
0.2,15.2,-112.79296875,146.1029052734375,23.700000000000003,2535.306490384615,48.828125
0.30000000000000004,19.0,-107.958984375,145.3399658203125,23.5,2504.0064102564097,48.4466552734375
0.4,23.56,-103.125,147.6287841796875,23.80000000000001,2472.7063301282046,48.4466552734375
0.5,31.54,-91.0400390625,152.9693603515625,25.0,2410.1061698717945,49.591064453125
0.6,41.04,-78.955078125,161.7431640625,26.80000000000001,2347.506009615384,51.4984130859375
0.7,54.34,-63.6474609375,173.9501953125,29.5,2284.9058493589737,54.5501708984375
0.7999999999999999,71.44,-44.3115234375,190.3533935546875,33.30000000000001,2222.3056891025635,58.746337890625
0.8999999999999999,91.96000000000001,-20.947265625,210.9527587890625,38.099999999999994,2159.7055288461534,63.7054443359375
0.9999999999999999,115.9,8.8623046875,236.1297607421875,44.099999999999994,2065.805288461538,69.8089599609375
1.0999999999999999,147.06,42.7001953125,265.5029296875,51.20000000000002,2003.2051282051277,77.056884765625
1.2,184.3,86.2060546875,300.2166748046875,59.70000000000002,1940.6049679487176,84.686279296875
1.3,229.52,140.9912109375,339.8895263671875,69.80000000000001,1878.0048076923072,93.4600830078125
1.4000000000000001,283.48,203.02734375,385.284423828125,81.4,1815.404647435897,102.6153564453125
1.5000000000000002,343.52,269.8974609375,437.164306640625,94.9,1784.104567307692,112.5335693359375
1.6000000000000003,409.64,335.15625,496.673583984375,110.9,1752.8044871794868,123.59619140625
1.7000000000000004,468.16,401.220703125,565.338134765625,129.10000000000002,1721.5044070512815,136.566162109375
1.8000000000000005,531.62,468.0908203125,644.3023681640625,149.70000000000002,1721.5044070512815,151.06201171875
1.9000000000000006,597.36,543.017578125,733.94775390625,172.8,1721.5044070512815,167.4652099609375
2.0000000000000004,666.52,618.75,835.418701171875,198.60000000000002,1721.5044070512815,184.63134765625
2.1000000000000005,741.0,702.5390625,949.859619140625,227.5,1721.5044070512815,202.94189453125
2.2000000000000006,820.42,785.5224609375,1078.4149169921875,260.20000000000005,1721.5044070512815,221.25244140625
2.3000000000000007,905.92,878.9794921875,1222.22900390625,298.3,1721.5044070512815,238.800048828125
2.400000000000001,996.74,978.8818359375,1382.8277587890625,341.3,1721.5044070512815,255.584716796875
2.500000000000001,1093.64,1083.6181640625,1562.5,390.1,1721.5044070512815,270.843505859375
2.600000000000001,1201.18,1193.1884765625,1761.627197265625,444.9,1721.5044070512815,283.8134765625
2.700000000000001,1302.64,1307.5927734375,1982.11669921875,506.4,1721.5044070512815,293.731689453125
2.800000000000001,1412.46,1426.025390625,2223.968505859375,574.4000000000001,1721.5044070512815,300.2166748046875
2.9000000000000012,1525.32,1542.8466796875,2486.8011474609375,646.4000000000001,1721.5044070512815,302.886962890625
3.0000000000000013,1644.64,1661.279296875,2767.5628662109375,723.7,1721.5044070512815,301.361083984375
3.1000000000000014,1753.32,1781.3232421875,3062.8204345703125,806.4000000000001,1721.5044070512815,295.6390380859375
3.2000000000000015,1863.9,1897.3388671875,3363.800048828125,894.9000000000001,1721.5044070512815,285.7208251953125
3.3000000000000016,1971.06,2006.9091796875,3662.4908447265625,983.9000000000001,1721.5044070512815,272.7508544921875
3.4000000000000017,2070.2400000000002,2105.2001953125,3951.263427734375,1071.3,1721.5044070512815,256.7291259765625
3.5000000000000018,2154.22,2186.572265625,4226.3031005859375,1155.4,1721.5044070512815,239.56298828125
3.600000000000002,2223.76,2251.8310546875,4487.2283935546875,1235.6000000000001,1721.5044070512815,222.015380859375
3.700000000000002,2286.46,2321.923828125,4736.328125,1312.6000000000001,1721.5044070512815,204.8492431640625
3.800000000000002,2361.32,2409.7412109375,4976.2725830078125,1389.5,1721.5044070512815,188.446044921875
3.900000000000002,2444.54,2493.5302734375,5210.87646484375,1464.4,1721.5044070512815,173.187255859375
4.000000000000002,2514.84,2558.7890625,5443.9544677734375,1537.9,1721.5044070512815,159.0728759765625
4.100000000000001,2574.12,2616.796875,5681.2286376953125,1611.5,1721.5044070512815,144.195556640625
4.200000000000001,2633.4,2675.6103515625,5925.750732421875,1687.3000000000002,1721.5044070512815,127.410888671875
4.300000000000001,2682.04,2724.755859375,6181.33544921875,1766.5,1721.5044070512815,106.8115234375
4.4,2721.94,2762.6220703125,6446.075439453125,1850.0,1721.5044070512815,80.87158203125
4.5,2742.84,2769.873046875,6718.44482421875,1937.7,1721.5044070512815,47.30224609375
4.6,2730.68,2736.8408203125,6992.7215576171875,2029.3000000000002,1721.5044070512815,2.288818359375
4.699999999999999,2677.86,2665.9423828125,7260.1318359375,2124.4,1721.5044070512815,-60.272216796875
4.799999999999999,2590.46,2559.5947265625,7492.4468994140625,2220.1,1721.5044070512815,-155.6396484375
4.899999999999999,2480.26,2434.716796875,7636.260986328125,2313.6,1721.5044070512815,-329.9713134765625
4.999999999999998,2349.16,2287.2802734375,7503.1280517578125,2403.0,1721.5044070512815,-765.6097412109375
5.099999999999998,2197.16,2118.0908203125,6414.031982421875,2503.4,1721.5044070512815,-2206.4208984375
5.1999999999999975,2028.82,1935.205078125,3093.719482421875,2552.4,1721.5044070512815,-4933.5479736328125
5.299999999999997,1858.96,1760.3759765625,-792.694091796875,2155.3,1721.5044070512815,-6977.84423828125
5.399999999999997,1699.3600000000001,1601.66015625,-3955.841064453125,1615.6000000000001,1721.5044070512815,-8469.772338867188
5.4999999999999964,1557.24,1461.474609375,-6264.1143798828125,1195.6000000000001,1721.5044070512815,-9558.486938476562
5.599999999999996,1431.46,1332.568359375,-7949.066162109375,882.9000000000001,1721.5044070512815,-10353.08837890625
5.699999999999996,1318.98,1220.5810546875,-9178.543090820312,647.9000000000001,1721.5044070512815,-10933.303833007812
5.799999999999995,1216.0,1118.26171875,-10075.759887695312,473.5,1721.5044070512815,-11356.353759765625
5.899999999999995,1124.42,1026.416015625,-10730.743408203125,344.8,1721.5044070512815,-11665.34423828125
5.999999999999995,1048.42,954.7119140625,-11208.724975585938,249.90000000000003,1721.5044070512815,-11890.792846679688
6.099999999999994,986.86,895.0927734375,-11557.388305664062,179.90000000000003,1721.5044070512815,-12055.206298828125
6.199999999999994,939.36,850.78125,-11811.82861328125,128.3,1721.5044070512815,-12175.369262695312
6.299999999999994,902.12,817.7490234375,-11997.604370117188,90.4,1721.5044070512815,-12262.725830078125
6.399999999999993,874.38,788.7451171875,-12133.407592773438,63.30000000000001,1721.5044070512815,-12326.812744140625
6.499999999999993,855.0,775.8544921875,-12232.208251953125,43.599999999999994,1721.5044070512815,-12373.733520507812
6.5999999999999925,842.08,763.76953125,-12304.6875,29.30000000000001,1721.5044070512815,-12407.684326171875
6.699999999999992,837.9,761.3525390625,-12357.330322265625,18.700000000000003,1721.5044070512815,-12432.479858398438
6.799999999999992,836.0,758.1298828125,-12395.858764648438,10.900000000000006,1721.5044070512815,-12450.790405273438
6.8999999999999915,836.38,762.158203125,-12423.7060546875,5.300000000000011,1721.5044070512815,-12463.760375976562
6.999999999999991,840.5600000000001,766.1865234375,-12444.305419921875,1.1000000000000085,1721.5044070512815,-12473.678588867188
7.099999999999991,842.46,764.5751953125,-12459.182739257812,-1.8999999999999915,1721.5044070512815,-12480.545043945312
7.19999999999999,838.66,761.3525390625,-12470.245361328125,-4.099999999999994,1721.5044070512815,-12485.885620117188
7.29999999999999,826.5,745.2392578125,-12478.256225585938,-4.099999999999994,1721.5044070512815,-12489.31884765625
7.39999999999999,808.26,719.4580078125,-12483.978271484375,-4.199999999999989,1721.5044070512815,-12492.37060546875
7.499999999999989,784.32,694.482421875,-12488.174438476562,-4.299999999999997,1721.5044070512815,-12494.277954101562
7.599999999999989,754.3,658.2275390625,-12491.226196289062,-4.599999999999994,1721.5044070512815,-12495.803833007812
7.699999999999989,722.0,624.3896484375,-12493.515014648438,-4.799999999999997,1721.5044070512815,-12496.566772460938
7.799999999999988,684.38,581.689453125,-12495.040893554688,-5.199999999999989,1721.5044070512815,-12497.711181640625
7.899999999999988,645.62,538.18359375,-12496.185302734375,-5.5,1721.5044070512815,-12498.092651367188
7.999999999999988,606.86,501.123046875,-12497.329711914062,-5.799999999999997,1721.5044070512815,-12498.47412109375
8.099999999999987,571.14,464.8681640625,-12497.711181640625,-6.099999999999994,1721.5044070512815,-12498.855590820312
8.199999999999987,537.7,431.8359375,-12498.47412109375,-6.3999999999999915,1721.5044070512815,-12498.855590820312
8.299999999999986,507.68,399.609375,-12498.855590820312,-6.5,1721.5044070512815,-12499.237060546875
8.399999999999986,482.6,375.439453125,-12498.855590820312,-6.599999999999994,1721.5044070512815,-12499.237060546875
8.499999999999986,460.18,353.6865234375,-12499.237060546875,-6.699999999999989,1721.5044070512815,-12499.237060546875
8.599999999999985,440.8,335.9619140625,-12499.237060546875,-6.799999999999997,1721.5044070512815,-12499.618530273438
8.699999999999985,426.36,318.2373046875,-12499.237060546875,-6.799999999999997,1721.5044070512815,-12499.618530273438
8.799999999999985,415.34000000000003,308.5693359375,-12499.618530273438,-6.8999999999999915,1721.5044070512815,-12499.618530273438
8.899999999999984,408.12,302.1240234375,-12499.618530273438,-6.8999999999999915,1721.5044070512815,-12499.618530273438
8.999999999999984,403.18,296.484375,-12499.618530273438,-6.8999999999999915,1721.5044070512815,-12499.618530273438
9.099999999999984,400.52,296.484375,-12499.618530273438,-6.8999999999999915,1721.5044070512815,-12499.618530273438
9.199999999999983,402.42,297.2900390625,-12499.618530273438,-6.8999999999999915,1721.5044070512815,-12499.618530273438
9.299999999999983,403.56,300.5126953125,-12499.618530273438,-6.8999999999999915,1721.5044070512815,-12499.618530273438
9.399999999999983,407.36,303.7353515625,-12499.618530273438,-7.0,1721.5044070512815,-12499.618530273438
9.499999999999982,410.02,307.763671875,-12499.618530273438,-7.099999999999994,1721.5044070512815,-12499.618530273438
9.599999999999982,414.58,315.0146484375,-12499.618530273438,-7.199999999999989,1721.5044070512815,-12499.618530273438
9.699999999999982,418.76,315.0146484375,-12499.618530273438,-7.3999999999999915,1721.5044070512815,-12499.618530273438
9.799999999999981,422.56,318.2373046875,-12499.618530273438,-7.5,1721.5044070512815,-12499.618530273438
9.89999999999998,426.36,324.6826171875,-12499.618530273438,-7.699999999999989,1721.5044070512815,-12499.618530273438
9.99999999999998,428.64,324.6826171875,-12499.618530273438,-7.8999999999999915,1721.5044070512815,-12499.618530273438
10.09999999999998,431.3,327.9052734375,-12499.618530273438,-8.099999999999994,1721.5044070512815,-12499.618530273438
10.19999999999998,432.82,335.15625,-12499.618530273438,-7.8999999999999915,1721.5044070512815,-12499.618530273438
10.29999999999998,430.92,331.93359375,-12499.618530273438,-7.599999999999994,1721.5044070512815,-12499.618530273438
10.399999999999979,429.78000000000003,331.1279296875,-12499.618530273438,-7.3999999999999915,1721.5044070512815,-12499.618530273438
